1,S20_G1_Y2015,FN.S20_G1_Y2015,LN.S20_G1_Y2015,MN.S20_G1_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60140,FALSE
2,S1_G2_Y2015,FN.S1_G2_Y2015,LN.S1_G2_Y2015,MN.S1_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60141,FALSE
2,S2_G2_Y2015,FN.S2_G2_Y2015,LN.S2_G2_Y2015,MN.S2_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60142,FALSE
2,S3_G2_Y2015,FN.S3_G2_Y2015,LN.S3_G2_Y2015,MN.S3_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60143,FALSE
2,S4_G2_Y2015,FN.S4_G2_Y2015,LN.S4_G2_Y2015,MN.S4_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60144,FALSE
2,S5_G2_Y2015,FN.S5_G2_Y2015,LN.S5_G2_Y2015,MN.S5_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60145,FALSE
2,S6_G2_Y2015,FN.S6_G2_Y2015,LN.S6_G2_Y2015,MN.S6_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60146,FALSE
2,S7_G2_Y2015,FN.S7_G2_Y2015,LN.S7_G2_Y2015,MN.S7_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Elmhurst,IL,60147,FALSE
2,S8_G2_Y2015,FN.S8_G2_Y2015,LN.S8_G2_Y2015,MN.S8_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60148,FALSE
2,S9_G2_Y2015,FN.S9_G2_Y2015,LN.S9_G2_Y2015,MN.S9_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60149,FALSE
2,S10_G2_Y2015,FN.S10_G2_Y2015,LN.S10_G2_Y2015,MN.S10_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60150,FALSE
2,S11_G2_Y2015,FN.S11_G2_Y2015,LN.S11_G2_Y2015,MN.S11_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60151,FALSE
2,S12_G2_Y2015,FN.S12_G2_Y2015,LN.S12_G2_Y2015,MN.S12_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60152,FALSE
2,S13_G2_Y2015,FN.S13_G2_Y2015,LN.S13_G2_Y2015,MN.S13_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60153,FALSE
2,S14_G2_Y2015,FN.S14_G2_Y2015,LN.S14_G2_Y2015,MN.S14_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60154,FALSE
2,S15_G2_Y2015,FN.S15_G2_Y2015,LN.S15_G2_Y2015,MN.S15_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60155,FALSE
2,S16_G2_Y2015,FN.S16_G2_Y2015,LN.S16_G2_Y2015,MN.S16_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60156,FALSE
2,S17_G2_Y2015,FN.S17_G2_Y2015,LN.S17_G2_Y2015,MN.S17_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60157,FALSE
2,S18_G2_Y2015,FN.S18_G2_Y2015,LN.S18_G2_Y2015,MN.S18_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60158,FALSE
2,S19_G2_Y2015,FN.S19_G2_Y2015,LN.S19_G2_Y2015,MN.S19_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Naperville,IL,60159,FALSE
2,S20_G2_Y2015,FN.S20_G2_Y2015,LN.S20_G2_Y2015,MN.S20_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Street1,Wheaton,IL,60160,FALSE
