S5_G2_Y2015,Father.FN.S5_G2_Y2015,Father.LN.S5_G2_Y2015,Father.MN.S5_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120392,WorkStreet1,Villa Park,IL,60149,111-111-1111,111-111-1111,111-111-1111
S5_G2_Y2015,Mother.FN.S5_G2_Y2015,Mother.LN.S5_G2_Y2015,Mother.MN.S5_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120393,WorkStreet1,Lombard,IL,60150,111-111-1111,111-111-1111,111-111-1111
S6_G2_Y2015,Father.FN.S6_G2_Y2015,Father.LN.S6_G2_Y2015,Father.MN.S6_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120394,WorkStreet1,Wheaton,IL,60151,111-111-1111,111-111-1111,111-111-1111
S6_G2_Y2015,Mother.FN.S6_G2_Y2015,Mother.LN.S6_G2_Y2015,Mother.MN.S6_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120395,WorkStreet1,Chicago,IL,60152,111-111-1111,111-111-1111,111-111-1111
S7_G2_Y2015,Father.FN.S7_G2_Y2015,Father.LN.S7_G2_Y2015,Father.MN.S7_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120396,WorkStreet1,Naperville,IL,60153,111-111-1111,111-111-1111,111-111-1111
S7_G2_Y2015,Mother.FN.S7_G2_Y2015,Mother.LN.S7_G2_Y2015,Mother.MN.S7_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120397,WorkStreet1,Glendale Heights,IL,60154,111-111-1111,111-111-1111,111-111-1111
S8_G2_Y2015,Father.FN.S8_G2_Y2015,Father.LN.S8_G2_Y2015,Father.MN.S8_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120398,WorkStreet1,Glen Ellyn,IL,60155,111-111-1111,111-111-1111,111-111-1111
S8_G2_Y2015,Mother.FN.S8_G2_Y2015,Mother.LN.S8_G2_Y2015,Mother.MN.S8_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120399,WorkStreet1,Villa Park,IL,60156,111-111-1111,111-111-1111,111-111-1111
S9_G2_Y2015,Father.FN.S9_G2_Y2015,Father.LN.S9_G2_Y2015,Father.MN.S9_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120400,WorkStreet1,Lombard,IL,60157,111-111-1111,111-111-1111,111-111-1111
S9_G2_Y2015,Mother.FN.S9_G2_Y2015,Mother.LN.S9_G2_Y2015,Mother.MN.S9_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120401,WorkStreet1,Wheaton,IL,60158,111-111-1111,111-111-1111,111-111-1111
S10_G2_Y2015,Father.FN.S10_G2_Y2015,Father.LN.S10_G2_Y2015,Father.MN.S10_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120402,WorkStreet1,Chicago,IL,60159,111-111-1111,111-111-1111,111-111-1111
S10_G2_Y2015,Mother.FN.S10_G2_Y2015,Mother.LN.S10_G2_Y2015,Mother.MN.S10_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120403,WorkStreet1,Naperville,IL,60160,111-111-1111,111-111-1111,111-111-1111
S11_G2_Y2015,Father.FN.S11_G2_Y2015,Father.LN.S11_G2_Y2015,Father.MN.S11_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120404,WorkStreet1,Glendale Heights,IL,60161,111-111-1111,111-111-1111,111-111-1111
S11_G2_Y2015,Mother.FN.S11_G2_Y2015,Mother.LN.S11_G2_Y2015,Mother.MN.S11_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120405,WorkStreet1,Glen Ellyn,IL,60162,111-111-1111,111-111-1111,111-111-1111
S12_G2_Y2015,Father.FN.S12_G2_Y2015,Father.LN.S12_G2_Y2015,Father.MN.S12_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120406,WorkStreet1,Villa Park,IL,60163,111-111-1111,111-111-1111,111-111-1111
S12_G2_Y2015,Mother.FN.S12_G2_Y2015,Mother.LN.S12_G2_Y2015,Mother.MN.S12_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120407,WorkStreet1,Lombard,IL,60164,111-111-1111,111-111-1111,111-111-1111
S13_G2_Y2015,Father.FN.S13_G2_Y2015,Father.LN.S13_G2_Y2015,Father.MN.S13_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120408,WorkStreet1,Wheaton,IL,60165,111-111-1111,111-111-1111,111-111-1111
S13_G2_Y2015,Mother.FN.S13_G2_Y2015,Mother.LN.S13_G2_Y2015,Mother.MN.S13_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120409,WorkStreet1,Chicago,IL,60166,111-111-1111,111-111-1111,111-111-1111
S14_G2_Y2015,Father.FN.S14_G2_Y2015,Father.LN.S14_G2_Y2015,Father.MN.S14_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120410,WorkStreet1,Naperville,IL,60167,111-111-1111,111-111-1111,111-111-1111
S14_G2_Y2015,Mother.FN.S14_G2_Y2015,Mother.LN.S14_G2_Y2015,Mother.MN.S14_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120411,WorkStreet1,Glendale Heights,IL,60168,111-111-1111,111-111-1111,111-111-1111
S15_G2_Y2015,Father.FN.S15_G2_Y2015,Father.LN.S15_G2_Y2015,Father.MN.S15_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120412,WorkStreet1,Glen Ellyn,IL,60169,111-111-1111,111-111-1111,111-111-1111
S15_G2_Y2015,Mother.FN.S15_G2_Y2015,Mother.LN.S15_G2_Y2015,Mother.MN.S15_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120413,WorkStreet1,Villa Park,IL,60170,111-111-1111,111-111-1111,111-111-1111
S16_G2_Y2015,Father.FN.S16_G2_Y2015,Father.LN.S16_G2_Y2015,Father.MN.S16_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120414,WorkStreet1,Lombard,IL,60171,111-111-1111,111-111-1111,111-111-1111
S16_G2_Y2015,Mother.FN.S16_G2_Y2015,Mother.LN.S16_G2_Y2015,Mother.MN.S16_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120415,WorkStreet1,Wheaton,IL,60172,111-111-1111,111-111-1111,111-111-1111
S17_G2_Y2015,Father.FN.S17_G2_Y2015,Father.LN.S17_G2_Y2015,Father.MN.S17_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120416,WorkStreet1,Villa Park,IL,60173,111-111-1111,111-111-1111,111-111-1111
S17_G2_Y2015,Mother.FN.S17_G2_Y2015,Mother.LN.S17_G2_Y2015,Mother.MN.S17_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120417,WorkStreet1,Lombard,IL,60174,111-111-1111,111-111-1111,111-111-1111
S18_G2_Y2015,Father.FN.S18_G2_Y2015,Father.LN.S18_G2_Y2015,Father.MN.S18_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120418,WorkStreet1,Wheaton,IL,60175,111-111-1111,111-111-1111,111-111-1111
S18_G2_Y2015,Mother.FN.S18_G2_Y2015,Mother.LN.S18_G2_Y2015,Mother.MN.S18_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120419,WorkStreet1,Chicago,IL,60176,111-111-1111,111-111-1111,111-111-1111
S19_G2_Y2015,Father.FN.S19_G2_Y2015,Father.LN.S19_G2_Y2015,Father.MN.S19_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120420,WorkStreet1,Naperville,IL,60177,111-111-1111,111-111-1111,111-111-1111
S19_G2_Y2015,Mother.FN.S19_G2_Y2015,Mother.LN.S19_G2_Y2015,Mother.MN.S19_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120421,WorkStreet1,Glendale Heights,IL,60178,111-111-1111,111-111-1111,111-111-1111
S20_G2_Y2015,Father.FN.S20_G2_Y2015,Father.LN.S20_G2_Y2015,Father.MN.S20_G2_Y2015,Male,000-000-0000,000-000-0000,000-000-0000,Father,Company1,120422,WorkStreet1,Glen Ellyn,IL,60179,111-111-1111,111-111-1111,111-111-1111
S20_G2_Y2015,Mother.FN.S20_G2_Y2015,Mother.LN.S20_G2_Y2015,Mother.MN.S20_G2_Y2015,Female,000-000-0000,000-000-0000,000-000-0000,Mother,Company1,120423,WorkStreet1,Villa Park,IL,60180,111-111-1111,111-111-1111,111-111-1111
